"","foodCns_7day_Cereals_Bartering","foodCns_7day_Cereals_Begging","foodCns_7day_Cereals_BorrowFromFamilyFriends","foodCns_7day_Cereals_Farming","foodCns_7day_Cereals_FishHuntGather","foodCns_7day_Cereals_Gifts","foodCns_7day_Cereals_Purchased","foodCns_7day_Cereals_SocialSafetyNets","foodCns_7day_Tubers_Bartering","foodCns_7day_Tubers_Begging","foodCns_7day_Tubers_BorrowFromFamilyFriends","foodCns_7day_Tubers_Farming","foodCns_7day_Tubers_FishHuntGather","foodCns_7day_Tubers_Gifts","foodCns_7day_Tubers_Purchased","foodCns_7day_Tubers_SocialSafetyNets","foodCns_7day_Pulses_Bartering","foodCns_7day_Pulses_Begging","foodCns_7day_Pulses_BorrowFromFamilyFriends","foodCns_7day_Pulses_Farming","foodCns_7day_Pulses_FishHuntGather","foodCns_7day_Pulses_Gifts","foodCns_7day_Pulses_Purchased","foodCns_7day_Pulses_SocialSafetyNets","foodCns_Veg_Bartering","foodCns_Veg_Begging","foodCns_Veg_BorrowFromFamilyFriends","foodCns_Veg_Farming","foodCns_Veg_FishHuntGather","foodCns_Veg_Gifts","foodCns_Veg_Purchased","foodCns_Veg_SocialSafetyNets","foodCns_7day_Fruits_Bartering","foodCns_7day_Fruits_Begging","foodCns_7day_Fruits_BorrowFromFamilyFriends","foodCns_7day_Fruits_Farming","foodCns_7day_Fruits_FishHuntGather","foodCns_7day_Fruits_Gifts","foodCns_7day_Fruits_Purchased","foodCns_7day_Fruits_SocialSafetyNets","foodCns_7day_Meat_Bartering","foodCns_7day_Meat_Begging","foodCns_7day_Meat_BorrowFromFamilyFriends","foodCns_7day_Meat_Farming","foodCns_7day_Meat_FishHuntGather","foodCns_7day_Meat_Gifts","foodCns_7day_Meat_Purchased","foodCns_7day_Meat_SocialSafetyNets","foodCns_7day_Fish_Begging","foodCns_7day_Fish_BorrowFromFamilyFriends","foodCns_7day_Fish_Farming","foodCns_7day_Fish_FishHuntGather","foodCns_7day_Fish_Gifts","foodCns_7day_Fish_Purchased","foodCns_7day_Fish_SocialSafetyNets","foodCns_7day_Eggs_Bartering","foodCns_7day_Eggs_Begging","foodCns_7day_Eggs_BorrowFromFamilyFriends","foodCns_7day_Eggs_Farming","foodCns_7day_Eggs_FishHuntGather","foodCns_7day_Eggs_Gifts","foodCns_7day_Eggs_Purchased","foodCns_7day_Eggs_SocialSafetyNets","foodCns_7day_Dairy_Bartering","foodCns_7day_Dairy_Begging","foodCns_7day_Dairy_BorrowFromFamilyFriends","foodCns_7day_Dairy_Farming","foodCns_7day_Dairy_FishHuntGather","foodCns_7day_Dairy_Gifts","foodCns_7day_Dairy_Purchased","foodCns_7day_Fats_Bartering","foodCns_7day_Fats_Begging","foodCns_7day_Fats_BorrowFromFamilyFriends","foodCns_7day_Fats_Farming","foodCns_7day_Fats_FishHuntGather","foodCns_7day_Fats_Gifts","foodCns_7day_Fats_Purchased","foodCns_7day_Fats_SocialSafetyNets","foodCns_7day_Sugar_Bartering","foodCns_7day_Sugar_Begging","foodCns_7day_Sugar_BorrowFromFamilyFriends","foodCns_7day_Sugar_Farming","foodCns_7day_Sugar_FishHuntGather","foodCns_7day_Sugar_Gifts","foodCns_7day_Sugar_Purchased","foodCns_7day_Sugar_SocialSafetyNets","foodCns_7day_Condiments_Bartering","foodCns_7day_Condiments_Begging","foodCns_7day_Condiments_BorrowFromFamilyFriends","foodCns_7day_Condiments_Farming","foodCns_7day_Condiments_FishHuntGather","foodCns_7day_Condiments_Gifts","foodCns_7day_Condiments_Purchased","foodCns_7day_Condiments_SocialSafetyNets"
"101",,,,,,,7,,,,,,,,1,,,,,,,,7,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,2,,,,,,,,7,
"102",,,,,,,7,,,,,,,,1,,,,,,,,1,,,,,2,,,,,,,,7,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,3,,,,,,,,3,,,,,,,,7,
"103",,,,7,,,,,,,,2,,,,,,,,,,,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,
"104",,,,,,,7,,,,,,,,1,,,,,,,,2,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"105",,,,,,,3,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,7,
"106",,,,,,,4,,,,,,,,3,,,,,3,,,,,,,,,,,3,,,,,,4,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
"107",,,,4,,,,,,,,,,,2,,1,,,,,,,,,3,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
"108",,,,4,,,,,,,,,,,3,,,,,3,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
"109",,,,4,,,,,,,,,,,,,,,,4,,,,,,,,4,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
"110",,,,6,,,,,2,,,,,,,,,,,,,,,,,,,,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"111",,,,3,,,,,,,,,,,,,,,,,,,4,,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"112",,,,5,,,,,,,,,,,,,,,,,,,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"113",,,,7,,,,,,,,,,,,,,,,3,,,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
"114",,,,6,,,,,,,,,,,2,,,,,3,,,,,,,,,,,3,,,,,,4,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"115",,,,5,,,,,,,,,,,2,,,,,2,,,,,,,,,,,3,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"116",,,,,,,7,,,,,,,,,,,,,,,,7,,,,,3,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"117",,,,,,,3,,,,,,,,4,,,,,,,,1,,,,,6,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"118",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"119",,,,,,,5,,,,,,,,2,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"120",4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,7,
"121",4,,,,,,,,3,,,,,,,,,,,,,,1,,,,,6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"122",,,,,,,7,,,,,,,,1,,,,,,,,7,,,,,3,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,7,,,,,,,,3,,,,,,,,7,
"123",,,,7,,,,,,,,1,,,,,,,,,,,3,,,,,4,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"124",,,,,,,7,,,,,,,,1,,,,,,,,2,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"125",,,,,,,7,,,,,,,,,,,,,,,,3,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"126",,,,,,,4,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"127",,,,,,,5,,,,,,,,4,,,,,,,,2,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"128",,,,4,,,,,,,,,,,3,,,,,2,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
"129",,,,,,,7,,,,,,,,,,,,,,,,5,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"130",,,,,,,7,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"131",,,,,,,5,,,,,,,,2,,,,,,,,5,,,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"132",,,,,,,7,,,,,,,,2,,,,,,,,4,,,,,,,,3,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"133",,,,,,,5,,,,,,,,2,,,,,,,,3,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"134",,,,,,,5,,,,,,,,2,,,,,,,,7,,,,,,,,4,,,,,,,,7,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"135",,,,,,,7,,,,,,,,,,,,,,,,6,,,,,,,,2,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"136",,,,,,,7,,,,,,,,,,,,,,,,5,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"137",,,,,,,4,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"138",,,,,,,1,,,,,,,,1,,,,,,,,2,,,,,,5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,
"139",,,,7,,,,,,,,,,,1,,,,,,,,2,,,,,,,,4,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,3,
"140",,,,,,,7,,,,,,,,3,,,,,,,,5,,,,,,,,2,,,,,,,,7,,,,,,,,2,,,,,,,1,,,,,,,,1,,,,,,,,7,,,,,,,5,,,,,,,,7,,,,,,,,7,
"141",,,,,,,7,,,,,,,,1,,,,,,,,4,,,,,,,,3,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,
"142",,,,,,,3,,,,,,,,2,,,,,,,,4,,,,,,,,5,,,,,,,,1,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,3,,,,,,,,7,,,,,,,,3,
"143",,,,,,,3,,,,,,,,2,,,,,,,,4,,,,,,,,3,,,,,,,,2,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,3,,,,,,,,3,,,,,,,,2,
"144",,,,7,,,,,,,,,,,1,,,,,,,,2,,,,,,,,3,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,
"145",,,,,,,7,,,,,,,,3,,,,,,,,4,,,,,,,,5,,,,,,,,6,,,,,,,,3,,,,,,,1,,,,,,,,2,,,,,,,,3,,,,,,,4,,,,,,,,7,,,,,,,,7,
"146",,,,,,,3,,,,,,,,2,,,,,,,,4,,,,,,,,3,,,,,,,,3,,,,,,,,4,,,,,,,4,,,,,,,,2,,,,,,,,7,,,,,,,5,,,,,,,,7,,,,,,,,5,
"147",,,,,,,7,,,,,,,,1,,,,,,,,1,,,,,,,,7,,,,,,,,3,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,3,
"148",,,,,,,7,,,,,,,,,,,,,,,,7,,,,,,,,2,,,,,,,,3,,,,,,,,1,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,5,
"149",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,4,,,,,,,,,,,,,,,,,
"150",,,,,,,7,,,,,,,,4,,,,,,,,2,,,,,,,,4,,,,,,,,1,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,,4,,,,,,,,1,,,,,,,,,
"151",,,,,,,5,,,,,,,,1,,,,,,,,4,,,,,7,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,4,
"152",,,,,,,7,,,,,,,,2,,,,,,,,7,,,,,,,,5,,,,,,,,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,2,,,,,,,,1,
"153",,,,,,,5,,,,,,,,2,,,,,,,,3,,,,,,,,2,,,,,,,,1,,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,,,2,,,,,,,,6,,,,,,,,5,
"154",,,,,,,5,,,,,,,,5,,,,,,,,4,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,2,,,,,,,,1,,,,,,,1,,,,,,,,2,,,,,,,,3,
"155",,,,,,,7,,,,,,,,5,,,,,,,,3,,,,,,,,2,,,,,,,,1,,,,,,,,2,,,,,,,1,,,,,,,,1,,,,,,,,2,,,,,,,2,,,,,,,,1,,,,,,,,1,
"156",,,,,,,5,,,,,,,,1,,,,,,,,3,,,,,,,,2,,,,,,,,5,,,,,,,,2,,,,,,,1,,,,,,,,1,,,,,,,,3,,,,,,,2,,,,,,,,2,,,,,,,,1,
"157",,,,,,,5,,,,,,,,2,,,,,,,,4,,,,,,,,2,,,,,,,,2,,,,,,,,1,,,,,,,2,,,,,,,,2,,,,,,,,1,,,,,,,2,,,,,,,,2,,,,,,,,1,
"158",,,,,,,5,,,,,,,,3,,,,,,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,2,,,,,,,,1,,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,,,,2,
"159",,,3,,,,,,,,2,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"160",,,,,,,3,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,2,,,,,,,,2,
"161",,,,,,,5,,,,,,,,2,,,,,,,,3,,,,,,,,2,,,,,,,,3,,,,,,,,2,,,,,,,2,,,,,,,,1,,,,,,,,1,,,,,,,2,,,,,,,,2,,,,,,,,2,
"162",,,,,,,7,,,,,,,,2,,,,2,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,2,,,,,,,,2,,,,,,,2,,,,,,,,1,,,,,,,,3,
"163",,,,7,,,,,,,,,,,,,,,,,,,5,,,,,3,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
"164",,,,,,,3,,,,2,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,2,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,
"165",,,,7,,,,,,,,,,,,,,,,,,,2,,,,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,3,,,,,,,,,,,,,,,,,
"166",,,2,,,,,,,,,,,,5,,,,3,,,,,,,,,,,,4,,,,,,,,2,,,,,,,,2,,,,,,,1,,,,,,,,2,,,,,,,,2,,,,,,,3,,,,,,,,2,,,,,,,,2,
"167",,,,7,,,,,,,,,,,3,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
"168",,,,,,,7,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3,,,,,,,,2,,,,,,,,1,
"169",,,,7,,,,,,,,,,,,,,,,,,,5,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
"170",,,,,,,4,,,,3,,,,,,,,,,,,2,,,,,,,,5,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,3,,,,,,,,1,
"171",,,,7,,,,,,,,,,,2,,,,,,,,5,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,1,,,,,,,,,
"172",,,,3,,,,,,2,,,,,,,,2,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,
"173",,,,3,,,,,,,,,,,2,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,
"174",,,,7,,,,,,,,,,,2,,,,,,,,6,,,,,,,,2,,,,,,,,2,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,1,
"175",,,,6,,,,,,,,,,,3,,,,,,,,2,,,,,,,,1,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,1,,,,,,,,1,,,,,,,,,
"176",,,,,,,4,,,,,3,,,,,,,,1,,,,,,,,2,,,,,,,,1,,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"177",,,,3,,,,,,,,6,,,,,,,,,,,1,,,,,,,,2,,,,,,,,1,,,,,,,,2,,,,,,,2,,,,,,,,1,,,,,,,,1,,,,,,,2,,,,,,,,1,,,,,,,,2,
"178",,,,,,,5,,,,,,,,2,,,,,,,,4,,,,,,,,2,,,,,,,,3,,,,,,,,4,,,,,,,2,,,,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"179",,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,7,
"180",,,,,,,3,,,,,,,,,,,,,,,,5,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"181",,,,,,,2,,,,,,,,1,,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"182",,,,,,,2,,,,,,,,3,,,,,,,,4,,,,,,,,7,,,,,,4,,,,,,,,,,2,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,,,7,,,,,,,,,,,,,,,,7,
"183",,,,,,,2,,,,,,,,3,,,,,,,,7,,,,,,,,3,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,5,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"184",,,,,,,4,,,,,,,,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"185",,,,,,,3,,,,,,,,2,,,,,,,,5,,,,,,,,2,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,3,,,,,,,,7,
"186",,,,,,,7,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"187",,,,,,,7,,,,,,,,2,,,,,,,,2,,,,,,,,5,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,7,
"188",,,,6,,,,,,,,,,,5,,,,,,,,3,,,,,,,,5,,,,,,,,3,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,2,,,,,,,2,,,,,,,,3,,,,,,,,1,
"189",,,2,,,,,,,,1,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,
"190",,,,,,,3,,,,,,,,2,,,,,,,,5,,,,,,,,6,,,,,,,,4,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,3,,,,,,,,4,,,,,,,,1,
"191",,,,6,,,,,,,,,,,5,,,,,,,,3,,,,,,,,4,,,,,,,,2,,,,,,,,1,,,,,,,2,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,2,,,,,,,,1,
"192",,,,,,,5,,,,,,,,4,,,,,,,,3,,,,,,,,2,,,,,,,,1,,,,,,,,2,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,2,,,,,,,,2,
"193",,,,,,,3,,,,,,,,2,,,,,,,,4,,,,,,,,5,,,,,,,,1,,,,,,,,2,,,,,,,2,,,,,,,,1,,,,,,,,1,,,,,,,3,,,,,,,,2,,,,,,,,3,
"194",,,,,,,6,,,,,,,,5,,,,,,,,4,,,,,,,,3,,,,,,,,2,,,,,,,,2,,,,,,,3,,,,,,,,2,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,2,
"195",,,,,,,5,,,,,,,,2,,,,,,,,2,,,,,,,,6,,,,,,,,2,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,3,,,,,,,,2,
"196",,,,,,,2,,,,,,,,5,,,,,,,,4,,,,,,,,3,,,,,,,,2,,,,,,,,1,,,,,,,1,,,,,,,,6,,,,,,,,3,,,,,,,2,,,,,,,,1,,,,,,,,7,
"197",,,,,,,7,,,,,,,,2,,,,,,,,3,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,,,1,,,,,,,,1,,,,,,,,2,,,,,,,2,,,,,,,,1,,,,,,,,1,
"198",,,,,,,5,,,,,,,,2,,,,,,,,1,,,,,3,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,
"199",,,,,,,6,,,,,,,,2,,,,,,,,1,,,,,,,,2,,,,,,,,2,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,,,,1,
"200",,,,,,,5,,,,,,,,3,,,,,,,,1,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"201",,,,,,,5,,,,,,,,5,,,,,,,,4,,,,,,,,5,,,,,,,,2,,,,,,,,2,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,2,
"202",,,,,,,3,,,,,,,,2,,,,,,,,1,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"203",,,,,,,2,,,,,,,,3,,,,,,,,2,,,,,,,,2,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"204",,,,3,,,,,,,,,,,2,,,,,,,,1,,,,,,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"205",,,,,,,2,,,,,,,,2,,,,,,,,1,,,,,2,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
"206",,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,2,,,,,,,,,,,,,,,,1,
"207",,,,,,,3,,,,,,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"208",,,,2,,,,,,,,2,,,,,,,,1,,,,,,,,2,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,2,,,,,,,,1,,,,,,,,,
"209",,,,2,,,,,,,,3,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"210",,,,2,,,,,,,,,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
"211",,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
"212",,,,,,,7,,,,,,,,1,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
"213",,,,,,,4,,,,,,,,6,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
"214",,,,,,,3,,,,,,,,,,,,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
"215",,,,,,,7,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
